Date,Entertainment,Fast_Food,Tech,Transportation,Energy,S&P_500
2017-11-02,0.002417898832937602,0.033708951556725306,0.008908842647123529,0.009663207382145612,0.004760892047555607,0.00018996581088659426
2017-11-03,0.0032220807160000197,-0.00464087317333679,0.003562788909738355,-3.613192009555216e-05,0.00620713183652594,0.0030970753849743904
2017-11-06,0.016046929257345112,-0.002540797696812625,0.004614566441871765,-0.009570194249411001,0.014620071232616176,0.0012712512404724485
2017-11-07,0.006226419484941136,-0.001757398866824854,-0.0014610508873535912,-0.029515753907525165,-0.0023439565194506256,-0.00018910292286977715
2017-11-08,0.006045938964482935,-0.005516038603441656,0.0040511109029101626,0.0006250990979829156,-0.0002814557150857595,0.001443655000098465
2017-11-09,-0.0017427096356244323,0.0006886135519017017,-0.005267579904189119,0.011328181089387188,0.0005658437441889573,-0.003761887644002093
2017-11-10,0.012058640224969115,-0.002864595658822345,-0.002936639188844416,0.009378552478639694,-0.00879143221239011,-0.0008976438525517549
2017-11-13,0.0020570940791965163,-0.0015435522632137363,0.0005284757976854393,0.011071870814809006,-0.007102243479470515,0.0009836343625724275
2017-11-14,-0.008557036089579743,0.004745414960121841,0.000533618094160342,0.12703064648714232,-0.020410102855181914,-0.0023096092988857952
2017-11-15,-0.0031147000286921717,-0.005164621753457573,-0.008202873890416266,-0.032259515311376705,-0.012891720538166361,-0.005525675723266343
2017-11-16,0.00623290421607426,0.0002489127557489841,0.0038950987716902304,-0.007663262915700082,-0.005793472950867906,0.008196058063241196
2017-11-17,-0.004656246738920868,0.00014283306333492715,-0.009411166934597637,-0.00872182218524961,-0.00037334074075997273,-0.0026259630899742037
2017-11-20,0.0006765663640699327,-0.002324249183123097,0.0010445406181471839,0.018767361780459176,-0.0009738561603935906,0.0012756828808564435
2017-11-21,0.005248157551411592,0.00578327882578052,0.014465235849995234,-0.018628246759455996,-0.0001485785169706341,0.006541139295859866
2017-11-22,-0.0006360255917846884,-0.004491168336315122,-0.004550251182365906,0.006652404078100296,0.005915473469333433,-0.0007502611166068096
2017-11-24,0.0011714006366364922,-0.00046828587363530676,0.0031300969729249036,-0.003494730296382158,0.005180400224107224,0.0020560951489239088
2017-11-27,-1.684321095394817e-05,-0.004859608063038844,0.006356778608053481,0.005348278723772356,-0.02197253337458174,-0.0003842577408796899
2017-11-28,0.009367283940886402,0.013152243970056906,0.009502356382560685,0.025354602523621757,0.016924356896306475,0.00984851271879017
2017-11-29,0.0007820751894270852,0.02317330664538362,-0.018951166098357983,0.05725706333960585,0.009489912129949596,-0.000369225702197995
2017-11-30,-0.004416345766290275,0.024799557137882084,0.010451147926640503,0.010104430765341423,0.005082772399680285,0.008190950433802913
2017-12-01,-0.002602204573374424,-0.0034379527623836113,-0.00040641494866332104,-0.014060902838090597,0.01309621771626788,-0.002024530803113933
2017-12-04,0.0292752977592893,0.01140512161383413,-0.03373424532846729,0.037194372074984175,-0.005307442467628425,-0.0010521566439205543
2017-12-05,-0.015422581614889214,-0.003197729328484273,0.005284632456276856,-0.022376432349393054,-0.0018625687415518483,-0.0037393815604747083
2017-12-06,-0.015909197513719404,-0.010007322294081075,0.012684916975107853,-0.02938709392992126,-0.013887784243132672,-0.00011410565998426492
2017-12-07,0.0016339191913113515,-0.005538096380730696,-0.0023512218872603764,0.0023577124929329493,0.001768794071174403,0.0029323579853828274
2017-12-08,0.0014984477001404027,0.012863686622374065,0.017243536521632137,0.02038987692262263,0.01652345044960069,0.005506306319651655
2017-12-11,0.007568570055131853,-0.008587172306442774,0.012569728003440835,0.004145549469874629,0.0030045044404745066,0.003201957471006933
2017-12-12,0.004330347490283324,-0.0016980693854416122,0.0026899466824229774,0.017541748006380038,0.004972051317185926,0.001548922064604108
2017-12-13,-0.0006970272206569929,0.004864986274653751,-0.0020437985702063226,-0.003180235902673842,-0.003806644563601406,-0.0004729570906678582
2017-12-14,0.015280265890341153,-0.0010168822866871805,-0.005863174406240394,-0.014850040673140429,0.008691197269558809,-0.004070859227173984
2017-12-15,0.00768746961661511,0.0077378729846583885,0.023030479971034364,0.005124225694931441,-0.0028308330649802153,0.008974343513216354
2017-12-18,0.0038507754135154535,0.009895101410172686,-0.0020747267307381773,0.01796618837426905,0.003878884651837127,0.005362807225250732
2017-12-19,-0.001953493209280145,0.008725599288953171,-0.006065122120543886,-0.02258180952765808,0.00449810615371963,-0.0032302694598687065
2017-12-20,-0.009507108767738597,-0.006918185452996285,-0.0034773836743279773,-0.009906640673447079,0.02459716547814068,-0.0008278931807477186
2017-12-21,0.006032339245142416,0.00598235354800375,-0.0003673486779253021,0.013004146772351302,0.029753660681203938,0.0019856558213586784
2017-12-22,-0.001885109325178574,0.007190203810591357,-0.00029758713123811405,0.003011489701370452,-0.006914366568751914,-0.0004581666477052604
2017-12-26,-0.006449729456611064,-0.0038120371018638558,-0.002781691494824554,0.009211527170166616,0.011981974506627845,-0.0010584151831672939
2017-12-27,-0.004039372235211072,0.001591127857100603,0.0032094164982864135,-0.015913541261578942,-0.009038543474635051,0.0007909409391904099
2017-12-28,0.004242085472138784,0.0012669123733079191,0.0005125667484343219,0.0004821971434009063,-0.005133262753442017,0.0018339987251561052
2017-12-29,-0.004371841344638744,-0.00895645496403491,-0.003408676056764913,-0.002995747072673572,-0.004112493592238451,-0.005183153157965359
2018-01-02,0.03376358977138861,-0.004051279583880038,0.006834346834741269,0.05396371148010024,0.009411384887989073,0.008303361477520088
2018-01-03,0.005321591332024535,0.011674998670780317,0.004320323600389377,0.010795836535987402,0.01623644777792197,0.006398818768781567
2018-01-04,0.006323623134772547,0.010483972681429969,0.007698906907165978,0.028012913715317632,0.008982727353493,0.004028636080503967
2018-01-05,0.0088751455738985,0.010750739436504451,0.012488619435290883,0.009513402090775225,-0.0014473904925547973,0.007033767443369587
2018-01-08,-0.006168071183834289,0.003019183705735291,0.0014950064768083234,-0.0034441891988025554,0.008333981713565499,0.0016623439316436617
2018-01-09,0.0015845097199961799,0.012725423510861004,-0.0007379184144116933,-0.00693314443450362,0.005003979158168937,0.0013029315960912946
2018-01-10,0.0022300584074041166,-0.01017749149275628,-0.004217737133446237,0.0018201118336899007,-0.0028501510614758765,-0.0011122268282528491
2018-01-11,0.01653992022887053,0.01204980935505409,0.0043324930787070285,0.020619756486125154,0.024949997299659753,0.007033646478779465
2018-01-12,0.006928124790777252,0.007938041898284239,0.01665387519567009,0.024372625335918427,0.013942575118172788,0.006749602987881076
2018-01-16,-0.015308682544199191,-0.011675354450317726,-0.012081016730689852,-0.014638791737571245,-0.0201209475755707,-0.003524487622672101
2018-01-17,0.008102072600570446,-0.00099597085385999,0.01832473862103529,0.011814456885061813,0.014474783951334674,0.009415051560751175
2018-01-18,-0.008444098641580466,0.004505511694447901,-0.00037933631433821586,-0.0027918061199417987,-0.0021440025657730832,-0.0016163897301626484
2018-01-19,0.0065988228415672714,0.007863855106311135,-0.0009500551354515031,0.008579480162876638,-0.0015647611461198111,0.004385235112838837
2018-01-22,0.011833342819217179,0.008851702689768585,0.01643894661974655,0.008067846418590981,0.015392690609462308,0.008066726499347698
2018-01-23,0.004583751210963107,0.009368008877964325,0.00452956801671736,0.010215215650163478,-0.004414142716841131,0.0021743654797181655
2018-01-24,9.115622923239054e-05,-0.0066530158066149415,-0.002387748151096634,0.010285056420764242,0.002319099304422567,-0.0005599757022828333
2018-01-25,-0.002751248365038891,0.0025270546843581725,0.004226463163421109,-0.001885948339248926,-0.013806317859596825,0.0006026209018938911
2018-01-26,0.01726637354136347,-0.0012351380525181994,0.01870334284608661,0.018108555517034768,0.01228668384268001,0.011841196508761032
2018-01-29,-0.009903809492111573,-0.0025336565404393686,-0.002138121152823311,-0.006970995250558886,-0.013041781326948157,-0.006731974332887192
2018-01-30,-0.010513082194543354,-0.015166191739027874,-0.010666080959354151,-0.024317692506730534,-0.019888390662805996,-0.010898815620283941
2018-01-31,-0.005981677005062397,0.002979129203248764,0.021033823832083347,-0.014746087869597283,0.004745399882533391,0.0004889853730833948
2018-02-01,0.01115684157383447,0.002061902321075664,-0.009091391487335596,0.001811855308269399,0.008836647450975019,-0.0006480882520516484
2018-02-02,0.006027300183603418,-0.02025219734073484,-0.02479435803021309,-0.027339469809808475,-0.03346971488475085,-0.02120854792396809
2018-02-05,-0.044858730779859766,-0.033259264783218216,-0.03928975036615573,-0.03191788972144291,-0.03406940237366108,-0.04097922480422822
2018-02-06,0.02306279596353468,0.01168297682273779,0.03751934353378126,0.02073539205043881,0.007431855304809261,0.017440920592313836
2018-02-07,-0.009008284378310303,0.0033911323605286202,-0.01872910233040889,-0.013044772106750728,-0.007955906027119248,-0.005001588416939429
2018-02-08,-0.045094003362204524,-0.04549793324720134,-0.04927276363104426,-0.01225405941971257,-0.03700115114434032,-0.03753641975808808
2018-02-09,0.010046377263328429,0.031170827284421592,0.03264425348411045,-0.01818534824380093,-0.012906987212900487,0.014936090208494734
2018-02-12,0.012048277602537271,0.0030161600471790627,0.014529719177583481,0.004264852360224964,0.02284845650054131,0.013914584754042503
2018-02-13,-0.0007906574487326424,-0.008988423737375843,0.00834020435057448,-0.022844117294887698,-0.0023969158201466514,0.0026129297463290957
2018-02-14,0.01484764169435035,0.006264835402784615,0.016557274802085162,0.020565318570290533,0.03341116711479581,0.013402458257245842
2018-02-15,0.011946086560263625,0.016233999723112926,0.020401826764803628,0.003365038653343132,-0.013137241000570146,0.012069112762299383
2018-02-16,0.008877288634263993,0.00876731933055951,-0.006755731939593352,-0.006456644741763852,0.0006612635698459361,0.0003734693722488025
2018-02-20,-0.00427397117859167,-0.004230671413291517,0.00748201982868323,-0.015443939735557544,0.0009910357981783126,-0.005841389459353419
2018-02-21,-0.004358585476628712,0.012048267063572876,-0.010831700897991951,0.062012944300898216,-0.019051936921403573,-0.0054965031281792864
2018-02-22,0.0010038262112675965,0.008515760629358118,0.002771310023600722,-0.02306925445617331,0.018617398527103098,0.0009735510790762625
