Entertainment,Fast_Food,Tech,Transportation,Energy,S&P_500
-0.00013127653245214845,0.006138926673342962,0.00040056724105662925,0.0064654010400548275,0.007765173538331274,0.0035802512876219605
0.005299995080718828,-0.0016021292782389702,-0.007585685236875417,0.013021989688572119,-0.00014350908638132795,0.0003475898263931576
0.015413752107051367,0.0061029986315776896,0.00287578141851579,0.015516162851942876,0.018664358863702102,0.0033039969263952695
0.0008285882151572485,-0.006167773371994244,0.03855878819967852,-0.006375319639004699,0.015833449355080194,0.0009213260458897921
0.01456117430442571,-0.019720641262711103,-0.02225044886891875,-0.03329556367569665,-0.013011341998929539,-0.014185449499020453
-0.011977443265401733,0.02525966428236177,0.005601918668708061,0.003112175085526723,0.013128177989284721,0.00572140934255172
0.0006951195763040758,0.007442295949250439,0.028165545036744875,0.0015479520577762324,0.03066923103543875,0.01905497986526261
0.0020968993843610583,0.005690066138737883,0.02778480100399002,-0.00087097581194964,0.0032660622653353706,0.003101407882381002
0.005558426421994339,-0.003294268730580657,-0.015653249900719278,-0.00732550437867592,-0.014978259323873339,-0.0019194721215780586
0.0018742529342779977,-0.0005612369522759777,0.0034376313371583906,-0.0002801522924539074,-0.011026672654038066,-9.681992628141067e-05
-0.006476102960480498,0.0029132352389694663,-0.0065837839210472,-0.0020663798771713778,0.011688263464324273,-0.0020653240878290013
-0.008029978747743756,0.005592212455678733,0.002178368692598222,0.0074133317408629955,0.0018746472701363385,0.0044690505655788915
0.02106891502262043,-0.008456485055050448,-0.021870582393328435,-0.001317057600439289,-0.015375464192201599,-0.012220864994591185
-0.05286076034727305,0.012902735461374142,0.0012678417898605214,-0.011518517653222302,0.010930981701922395,0.004869285458577677
-0.043202456421733544,-0.013336189783964381,-0.032613974645794644,-0.011947425684444986,-0.030333935310595868,-0.01980442554686246
0.030237561602667724,-0.011362600475244584,0.21131436983414031,-0.009871507526043462,0.005167105382782706,0.004665612144987508
0.02913222877502189,-0.03480541374930808,-0.022188172717429077,-0.03707099219831783,-0.032843375453795155,-0.02333849273648292
-0.032103305165779264,-0.013963397913858415,-0.0017233075253262453,-0.02969905813854176,-0.02412919107625903,-0.01599158435597181
0.023264136194692153,0.0026393347871339155,-0.013765148072073782,0.012896248898960306,0.018339003692680482,0.010254006997153065
-0.011209935730232915,-0.00955916701114942,-0.046688818477782036,-0.017051836944250432,-0.009679127388317785,-0.012646643428824822
-0.002784585454644089,-0.0018978155872382298,-0.011859492870745987,-0.016371775434307553,0.0007731470983181423,0.007242669003718616
-0.00620189853284737,0.012864873772273274,0.028027382708601015,0.02306317318741713,-0.01853162922127776,0.004359290987711706
-0.02035099615064971,-0.017475055430800787,-0.034300733039484624,-0.035959818755416276,-0.03585003079221487,-0.026585989591270898
0.0048393458413843295,0.021653697006180878,0.02727885467037615,0.0039540545919155646,0.013923752121193098,0.024151105980530163
0.012811065689219463,0.0004209699038702615,0.0017267351955640102,0.02182889567183798,0.013567697460469614,0.006159366016551537
0.02407101436825669,0.00094829829611438,-0.013155282135432518,0.06828937328904475,0.015457159275486186,0.014071842031649018
-0.0327483512495963,-0.030344104029029356,-0.044963910042092936,-0.05705486621250126,-0.0400750475090374,-0.029649630183580356
-0.03347528989518886,0.014960677201194981,0.006219981068545341,0.029316760913923885,0.015141379196261727,0.0003785373521689728
0.0022827453134093498,-0.011562616253110884,0.001476678425955812,0.0335028870533276,-0.008137225879149326,-0.0004952881702965373
0.005833834597926513,-0.010436491201940288,-0.018251959762145553,-0.03457365809382212,-0.005899477833690245,-0.018156542744898196
-0.020231139011448854,-0.019019891755520713,-0.01482946641644693,-0.016777074323429016,-0.016621021677870895,-0.013907838088907498
-0.020231057431901393,0.01651045444628028,0.0032082826727544917,-0.028792185619827704,-0.0013794995795143048,0.003248786889889166
0.018965580909910656,0.009690361220818492,0.029597821855333196,0.02195222688041787,0.03291307011830952,0.024566469488606746
-0.010921609663905261,0.007213436385548573,-0.0033233198745386042,0.03980420973680411,0.0008197601494067296,-0.0002696464541576127
0.003598169834664084,0.006630896187883203,0.033103529467399945,0.013711987930979273,-0.009970546647629553,0.0010860546062276821
0.0008633309830329258,0.018197198534215836,0.013132246316695914,0.02072335590312512,0.018274937965418427,0.011712885751746116
0.006082535820136649,0.003925391711235027,-0.013251809056962294,0.012631575760784388,0.0013865189742930737,-0.001072316451165345
0.02809427942147273,0.015614408033050737,0.024512177884380374,0.019548684831440642,0.022924029714034268,0.011535039396367575
0.0008027143461772179,-0.01268654295022548,-0.008275578508643296,-0.001631300203536157,-0.004479125664303374,-0.008503590106740622
-0.004222887568802951,-0.016163844861962894,-0.029836825857744016,-0.03755383278639284,-0.0328857655366003,-0.023473062124790167
0.04581675806268683,0.008460939579217272,0.03651651504355541,0.02949090712112228,0.028830237017365323,0.021921880487575596
-0.014354882419358695,-0.004376704790466284,-0.003831822965320401,-0.0035283675081038608,0.005468020489724785,-0.0041810099171704085
0.010770863961030008,0.010071701073750192,0.01517066970422716,0.03207478026257347,0.011158263290752951,0.011216744478492524
0.015138467742947203,0.00407009702337656,0.0321792891247582,-0.0026275582575561235,0.010339888083567178,0.01046822150297233
0.006625459645314057,-0.0041771819909395954,0.008732070464040693,-0.02043873722008444,-0.004933594057812724,-0.011501124180816724
-0.00234326168602241,0.003212653682823453,0.02605902466315857,0.008398731097207861,0.009615411264256149,0.0042518862449216765
-0.015903931124996967,-0.017950896796562855,-0.01941873860108257,-0.0397594045052381,-0.014303037656600077,-0.016908457052106307
-0.028288154134774632,0.005488769277985063,-0.011231206523212847,-0.0176850688869535,-0.0019274883514934836,-0.0012728131774627505
-0.004194261390215994,0.022498170629903707,0.03183824512566467,0.039975407333749755,0.018317845014027476,0.013632320540153398
-0.014005040197515733,-0.012106776072774236,0.010359282957383562,-0.004632430391291716,0.006809929832842884,4.761728577151736e-05
0.004938841322918461,0.04018667171721544,0.0001999540502772764,0.022432910178276366,0.00984671137072836,0.008419562970447103
0.011858543470366955,0.0169988866301118,0.004856821865262955,0.009285954721281724,0.0010669689809650073,0.0002021960564695391
-6.131652797391512e-05,-0.009817295491396844,-0.009467758624811808,-0.006937073489190728,-0.0003490352467336647,-0.0051204147454522175
0.05022503351811775,0.019203510722646838,0.020101226308806806,0.0371037502627172,0.03130234071778642,0.02920800742879237
0.016774182052848228,0.015043097153646401,0.002415930099930716,-0.00588541531063952,0.00775376936593186,0.0060864071258255326
-0.01259158688951979,-0.009006177267056941,0.005933116774402484,-0.018164548697492067,0.005079418948688601,-0.00672323571146749
-0.0037749851741307695,0.002393049907402976,0.017487013309524096,0.0004956429990880096,0.0012002347648024866,0.004609053497942384
0.004220978429790747,-0.0011091672221381268,0.014363909056059786,-0.021096590210288774,-0.002181598007558176,-0.0052564440643945165
0.04014799354849185,-0.0182323117705774,0.010286143140211128,0.015828388651481017,-0.017956479070231703,-0.00034262980763510864
0.02086684183228575,0.00792130363821622,-0.0006839840122872183,-0.013807201471023439,0.0057017300721084714,0.005411303128236344
-0.009723863270892672,0.001354411348301172,-0.00032926939531447374,0.010972634296335158,0.009170626720396249,0.003907094941590916
-0.008679726273706764,0.00030114277593107326,-0.0022996663874655324,-0.0018464163256146483,-0.0035551998179613247,-0.0030234199663373706
0.015509952194722208,0.024120487555146494,0.004565690806070553,0.002844587761330068,0.00602026553356381,0.013289693179957318
0.01880215144919968,-0.0021689896891863435,-0.009444106380772227,-0.0017590457874097616,-0.02189119654582576,-0.00026504432292262514
-8.034569231511061e-05,9.474401831400969e-05,-0.00022014345720308822,0.02003784189576155,-0.01523327581084321,-0.004551857289897487
0.0030546608930436393,-0.006995843400549303,-0.0018826570152934287,0.0005283126208160157,0.004725969463343465,0.002110951663853111
0.0438388286281162,0.012146091158819842,0.012578899328767018,0.04223285819942628,0.0031244370968251194,0.009560291622441541
-0.0036061330397489898,0.027869255370290644,0.024038616893267813,-0.0003892201705405701,-0.009544824108952264,-0.003216513893620543
0.013935734049396896,0.02588139950948743,-0.003864450310379544,-0.011548149261821138,0.015003564969740259,0.008096245420633474
0.011377872892432216,-0.0018605427372037258,-0.005518535383843078,0.010970060937209508,-0.004688398345344092,-0.00171233023616435
