Entertainment,Fast_Food,Tech,Transportation,Energy,S&P_500
0.01051237649651645,0.0019186396403080932,0.008203868539982187,-0.011625278322440405,0.019410427725654024,0.003704089049704651
-0.00866391412400245,0.023759781171261814,-0.0011802216734344924,0.0027103358976778057,0.008376689464886206,-0.001185699214361291
-0.004918550283049327,0.0006190831860086935,-0.0026721216411074106,0.0016546124468607539,-0.014898052224310074,0.0007024972279667807
-0.000783712490664164,0.013302677359698686,-0.0007817241737512476,-0.1844917143251543,0.02915207846627434,0.0027300951851503275
0.003852751561094435,-0.007138856894140664,0.0010279141778731943,0.020015659681106125,-0.006312043789600443,0.0025606760900243053
0.015019672198991483,0.0023420469046514826,-0.006788597977634938,-0.0108661470031567,-0.003769321813131883,-0.0019624672514313435
-4.455244416430072e-05,-0.013792224630843525,0.0033663221649351113,-0.03651566400089085,-0.009307416643347544,0.0015646460846321375
-0.012461244325654243,0.010714372637804228,-0.00977776649466374,-0.00035977609896813,-0.007275886517262208,0.0007115345908383919
0.00728423947479531,0.0046872100329369065,0.002763690263246165,-0.0011722510625857962,-0.004711784099855157,0.0008370427393644686
0.00987816367505239,0.007602672459810238,-0.0016809728684747682,0.0051005671228890334,0.013739659563031338,0.007695488006902673
0.015219350439040626,-0.0002004712059818986,0.004167539883867971,-0.0015528558179381644,-0.023322380639800522,0.0005031528617669423
-0.004138679859357566,-0.0007288908479844684,-0.0004106583688022358,-0.001971355690230493,0.0029934666059114154,-0.0005925944462060739
0.00019179970394366726,0.0033182883080781623,-0.004624145769922982,-0.004455836143393783,0.03105540447219215,-0.003756184245747196
0.010422426565380545,-0.03294939128300764,-0.004650646106168187,0.0009081470709195395,0.013546290161141677,-0.0015827522106851566
-0.004127383786025933,-0.015026040986692824,0.003814557041198721,0.013378050263142772,-0.004183354260918548,0.0021749356911917594
0.011890609025518823,0.01332713561618819,0.014391487110793619,0.015168689066410324,0.014142396028317496,0.007507291353015866
0.0065985244213886286,-0.008691286324643744,0.010676449062325474,0.002454514251666411,-0.013626759668282563,0.0021955703874654287
0.010132566715107745,0.017599820249051285,0.008645483673137083,0.01726919329265347,0.0028585844117871174,0.004174424362754614
-0.003906878097926276,0.0018844774345236316,-0.008689382272480081,-0.0012844847013933323,-0.006848278177237644,-0.004011219709926239
-0.008851393135140778,0.005385178373992296,-0.010946530602088684,-0.008747785401797697,0.004798205979523468,-0.008631020716408422
0.004486367517156716,-0.018846484512782834,-0.004548758277563059,-0.013792907655911126,-0.020893563145278595,-0.00663809511563529
0.002525051133127565,-0.007205071959688778,-0.00038197897265200694,0.04220349546775971,0.025003750736714077,0.00632356747139462
-0.002700075808608025,0.008848883117668632,-0.007159327274600285,-0.0011665983087251852,-0.011087088394435262,0.0015002511791302187
0.00775602933094552,0.0054098471147547445,0.007711096024267524,0.016682267760262052,0.030841601521538867,0.009135724328457329
-0.002741947847536773,-0.011442188157496333,-0.000962989128447861,0.0011754533346016362,-0.0029906070803609065,-0.00316282139344648
-0.012235426267459605,-0.002669701955471363,-0.004224643177703455,0.021589768155049014,-0.0003473884157482712,-0.0010969340964486207
0.010724987422606228,0.011802923522870585,0.004522763649015076,0.0020948799470646203,-0.0030305935085921925,0.002908158040315856
0.005625822679054739,0.00628893804405073,0.006737344954489726,0.011877774784220661,0.015394441452902622,0.008575225775086182
0.0022350897314061045,-0.006791988000171771,0.0012185068364132464,-0.002921885554928542,0.00010362490454511218,7.258178414493166e-05
0.014084137050607275,-0.016209065158204132,0.00565796013360185,0.008745859952900224,0.004249065535454094,0.007147785279833618
0.013507858230655414,0.004806583691341412,0.007114358759048349,-0.008997350935796608,0.00842853934111051,0.00033529222633799094
0.007424246901054923,-0.0035900250753172435,-0.0031929218633754025,-0.006860328694652325,-0.003878143990442622,-0.00043230017186479675
0.018244324335034423,0.012437890437390216,0.004963066545787107,-0.007666366968529529,-0.000528872920469561,0.004459292004863613
0.007020576568433685,0.0028354374440400505,-0.001294636880926034,0.009669145994439928,0.008462666762912928,0.004944781081796634
-0.0040717128613657555,-0.0036785061383194694,0.0025746765931661517,-0.008641037074434805,0.012399546802875295,0.0008661436002121992
-0.0019571152054659578,-0.0006330915879222355,-0.0020500707203796225,0.0059286439535154445,0.0005330356965003243,-0.00019544819997963092
0.001368074991994279,0.004394239389508959,0.03444727922231125,0.002689552737556559,0.004625676398288206,0.005128166675301138
