Date,Close,daily_return,volume,ewma_short,ewma_long,crossover_long,crossover_short,crossover_signal,short_vol,long_vol,vol_trend_long,vol_trend_short,vol_trend_signal,bollinger_mid_band,bollinger_std,bollinger_upper_band,bollinger_lower_band,bollinger_long,bollinger_short,bollinger_signal,Short_Volume,Long_Volume,SMA_Volume_Ratio,crossover_vol_long,crossover_vol_short,crossover_vol_signal,ATR1,ATR2,ATR3,TrueRange,crossover_atr_entry,crossover_atr_exit,crossover_atr_signal
2017-06-05,102.00570678710938,-0.006157839335110049,6372800.0,102.29985076078229,102.31952972084048,0.0,-1.0,-1.0,0.0023763811910670683,0.0023763811910670683,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.1100006103515625,0.04000091552734375,1.0699996948242188,1.1100006103515625,0.0,-1.0,-1.0
2017-06-06,101.02893829345703,-0.009575625956799727,9589500.0,101.81632154538158,101.8833551920265,0.0,-1.0,-1.0,0.001962378666265825,0.001957251352488174,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.5800018310546875,0.32999420166015625,1.9099960327148438,1.9099960327148438,0.0,-1.0,-1.0
2017-06-07,101.4311294555664,0.0039809501010605874,5777700.0,101.69917646680209,101.76793706560767,0.0,-1.0,-1.0,0.006795450606581027,0.006442077162350557,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.7099990844726562,0.75,0.04000091552734375,0.75,0.0,0.0,0.0
2017-06-08,99.8989486694336,-0.015105626786932391,11002400.0,101.23309951818607,101.3837043495419,0.0,-1.0,-1.0,0.007654224032989757,0.007122283690567733,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.7599945068359375,0.0,1.7599945068359375,1.7599945068359375,0.0,-1.0,-1.0
2017-06-09,101.14384460449219,0.012461551914604962,9392500.0,101.21263999529774,101.34232954957547,0.0,-1.0,-1.0,0.011298138611300213,0.010346674948571378,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0,8426980.0,,,0.0,0.0,0.0,1.839996337890625,1.5999984741210938,0.23999786376953125,1.839996337890625,0.0,-1.0,-1.0
2017-06-12,102.50366973876953,0.013444467526370296,8049500.0,101.48172857159697,101.51521414663127,0.0,-1.0,-1.0,0.012244620470836704,0.011529420427026572,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0,8762320.0,,,0.0,0.0,0.0,1.5799942016601562,1.5799942016601562,0.0,1.5799942016601562,0.0,-1.0,-1.0
2017-06-13,102.04402160644531,-0.004484211477458588,4918900.0,101.59034820441165,101.5845664065445,1.0,0.0,1.0,0.01110412563645268,0.010698755477681697,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0,7828200.0,,,0.0,0.0,0.0,1.0999984741210938,0.220001220703125,0.8799972534179688,1.0999984741210938,0.0,-1.0,-1.0
2017-06-14,101.64181518554688,-0.003941499115446834,4781100.0,101.59969463288017,101.59128576708223,1.0,0.0,1.0,0.010080115809700415,0.010001508679033329,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0,7628880.0,,,0.0,0.0,0.0,1.25,0.45000457763671875,0.7999954223632812,1.25,0.0,-1.0,-1.0
2017-06-15,101.48860168457031,-0.0015073865091534966,5309900.0,101.58052007343953,101.58036503892947,1.0,0.0,1.0,0.009120902452386349,0.009397479736822801,1.0,0.0,1.0,,,,,0.0,0.0,0.0,6490380.0,,,0.0,0.0,0.0,0.9300003051757812,0.0200042724609375,0.9099960327148438,0.9300003051757812,0.0,-1.0,-1.0
2017-06-16,101.03852081298828,-0.004434792322598913,8683400.0,101.49084104154792,101.52762171092525,0.0,-1.0,-1.0,0.008398007885716574,0.008917906224107071,1.0,0.0,1.0,,,,,0.0,0.0,0.0,6348560.0,,,0.0,0.0,0.0,1.5800018310546875,0.3699951171875,1.2100067138671875,1.5800018310546875,0.0,-1.0,-1.0
2017-06-19,100.90444946289062,-0.0013269330253340428,5956200.0,101.3971892938121,101.4716404119354,0.0,-1.0,-1.0,0.007673015318172769,0.008476498683899939,1.0,0.0,1.0,,,,,0.0,0.0,0.0,5929900.0,,,0.0,0.0,0.0,0.80999755859375,0.48999786376953125,0.31999969482421875,0.80999755859375,0.0,0.0,0.0
2017-06-20,99.53504943847656,-0.013571255100278679,7895700.0,101.10852438456,101.30996868895014,0.0,-1.0,-1.0,0.008377802859631581,0.008735999737829242,1.0,0.0,1.0,,,,,0.0,0.0,0.0,6525260.0,,,0.0,0.0,0.0,1.4900054931640625,0.06999969482421875,1.5600051879882812,1.5600051879882812,0.0,-1.0,-1.0
2017-06-21,100.35859680175781,0.008273943379013327,7765700.0,100.99517050444497,101.23572180137779,0.0,-1.0,-1.0,0.008877404779369078,0.008938055436766394,1.0,0.0,1.0,,,,,0.0,0.0,0.0,7122180.0,,,0.0,0.0,0.0,1.5400009155273438,1.1399993896484375,0.40000152587890625,1.5400009155273438,0.0,-1.0,-1.0
2017-06-22,99.80319213867188,-0.005534201162487817,6156000.0,100.81882658671636,101.13067620396009,0.0,-1.0,-1.0,0.00830270357684086,0.008630134840877364,1.0,0.0,1.0,,,,,0.0,0.0,0.0,7291400.0,,,0.0,0.0,0.0,0.6800003051757812,0.03000640869140625,0.7100067138671875,0.7100067138671875,0.0,0.0,0.0
2017-06-23,99.93724822998047,0.001343204445027446,18147900.0,100.69077201789956,101.04808300296777,0.0,-1.0,-1.0,0.007778420815461039,0.008365915836962516,1.0,0.0,1.0,,,,,0.0,0.0,0.0,9184300.0,7986613.333333333,1.1499617693607302,1.0,0.0,1.0,1.410003662109375,0.3600006103515625,1.0500030517578125,1.410003662109375,0.0,-1.0,-1.0
2017-06-26,101.09597778320312,0.011594571330962866,5867000.0,100.7487147206185,101.05122353312909,0.0,-1.0,-1.0,0.008688764484843672,0.008800898544142706,1.0,0.0,1.0,,,,,0.0,0.0,0.0,9166460.0,7952893.333333333,1.152594359788555,1.0,0.0,1.0,1.2900009155273438,1.4899978637695312,0.1999969482421875,1.4899978637695312,0.0,-1.0,-1.0
2017-06-27,100.94275665283203,-0.0015156006572256686,5694500.0,100.77609104415784,101.04446150377963,0.0,-1.0,-1.0,0.008066772727019056,0.008507713077472738,1.0,0.0,1.0,,,,,0.0,0.0,0.0,8726220.0,7693226.666666667,1.1342730921745883,1.0,0.0,1.0,1.0100021362304688,0.5800018310546875,0.43000030517578125,1.0100021362304688,0.0,-1.0,-1.0
2017-06-28,102.33130645751953,0.013755814193415317,7874400.0,100.99298436599602,101.12096949485917,0.0,-1.0,-1.0,0.00899034914747388,0.009011057417559431,1.0,0.0,1.0,,,,,0.0,0.0,0.0,8747960.0,7833006.666666667,1.1168074243096096,1.0,0.0,1.0,3.0200042724609375,2.1299972534179688,0.8900070190429688,3.0200042724609375,0.0,-1.0,-1.0
2017-06-29,101.23003387451172,-0.010761834487718391,7268700.0,101.02571601970087,101.12717049799117,0.0,-1.0,-1.0,0.009493209408684467,0.009080841982659809,0.0,-1.0,-1.0,,,,,0.0,0.0,0.0,8970500.0,7584093.333333333,1.1828045365123847,1.0,0.0,1.0,2.0800018310546875,0.5500030517578125,1.529998779296875,2.0800018310546875,0.0,-1.0,-1.0
2017-06-30,101.74715423583984,0.005108368944824804,5113800.0,101.1244794504116,101.16096436766357,0.0,-1.0,-1.0,0.008992727787510882,0.008931471393615747,0.0,-1.0,-1.0,101.10554809570313,0.8502605918937487,101.95580868759687,100.25528750380938,0.0,0.0,0.0,6363680.0,7298846.666666667,0.871874734547102,0.0,-1.0,-1.0,1.05999755859375,0.8499984741210938,0.20999908447265625,1.05999755859375,0.0,-1.0,-1.0
2017-07-03,102.90587615966797,0.01138824896411661,5399400.0,101.36654601018492,101.25235226832925,1.0,0.0,1.0,0.009167855138575591,0.009107301874388341,0.0,-1.0,-1.0,101.15055656433105,0.9212776777715658,102.07183424210263,100.22927888655948,0.0,-1.0,-1.0,6270160.0,7122173.333333333,0.8803717217403677,0.0,-1.0,-1.0,1.8600006103515625,2.3700027465820312,0.5100021362304688,2.3700027465820312,0.0,-1.0,-1.0
2017-07-05,101.1534194946289,-0.017029704526493328,8049700.0,101.33777034929379,101.247363373909,1.0,0.0,1.0,0.010931952824104233,0.009649477351863972,0.0,-1.0,-1.0,101.15678062438965,0.9208331766660949,102.07761380105575,100.23594744772356,0.0,0.0,0.0,6741200.0,7330893.333333333,0.9195605083145847,0.0,-1.0,-1.0,2.55999755859375,0.3899993896484375,2.1699981689453125,2.55999755859375,0.0,-1.0,-1.0
2017-07-06,99.70630645751953,-0.014306120785034016,8690800.0,101.11871487166317,101.172400446027,0.0,-1.0,-1.0,0.0113041489013154,0.009856237426731822,0.0,-1.0,-1.0,101.0705394744873,0.9730743022041126,102.04361377669142,100.0974651722832,1.0,0.0,1.0,6904480.0,7591540.0,0.909496623873417,0.0,-1.0,-1.0,1.75,0.9399948120117188,2.6899948120117188,2.6899948120117188,0.0,-1.0,-1.0
2017-07-07,99.67736053466797,-0.00029031185568884066,6030900.0,100.92611357409959,101.10212686189527,0.0,-1.0,-1.0,0.010540365379939546,0.009617186884723307,0.0,-1.0,-1.0,101.05946006774903,0.9882591241643234,102.04771919191336,100.0712009435847,1.0,0.0,1.0,6656920.0,7639606.666666667,0.8713694684106773,0.0,-1.0,-1.0,1.0100021362304688,0.3800048828125,0.6299972534179688,1.0100021362304688,0.0,-1.0,-1.0
2017-07-10,99.93785095214844,0.0026133358275459706,4421300.0,100.79460590707225,101.04916110306019,0.0,-1.0,-1.0,0.009943571155490317,0.00942829033624925,0.0,-1.0,-1.0,100.99916038513183,1.0191490531209428,102.01830943825277,99.98001133201089,1.0,0.0,1.0,6518420.0,7355466.666666667,0.8862007395859768,0.0,-1.0,-1.0,1.0400009155273438,0.5900039672851562,0.4499969482421875,1.0400009155273438,0.0,-1.0,-1.0
2017-07-11,100.17902374267578,0.0024132277033135363,4557300.0,100.71298613577893,101.01079363981039,0.0,-1.0,-1.0,0.00935348396726494,0.009243617963348624,0.0,-1.0,-1.0,100.88292808532715,0.9699025405143351,101.85283062584149,99.91302554481281,0.0,0.0,0.0,6350000.0,7262206.666666667,0.8743898778240957,0.0,-1.0,-1.0,1.0,0.600006103515625,0.399993896484375,1.0,0.0,-1.0,-1.0
2017-07-12,100.69999694824219,0.005200422065447574,5203300.0,100.71126929615237,100.99749286680913,0.0,-1.0,-1.0,0.008968512973210751,0.009130760117887483,1.0,0.0,1.0,100.81572685241699,0.9310015361473784,101.74672838856436,99.88472531626961,0.0,0.0,0.0,5780720.0,7082713.333333333,0.8161730862089576,0.0,-1.0,-1.0,1.0,0.8100051879882812,0.18999481201171875,1.0,0.0,-1.0,-1.0
2017-07-13,100.61317443847656,-0.0008621897954004254,5339500.0,100.69833889186178,100.98150964500387,0.0,-1.0,-1.0,0.008359527950651738,0.008933245914676381,1.0,0.0,1.0,100.76429481506348,0.9111650668757736,101.67545988193925,99.85312974818771,0.0,0.0,0.0,5110460.0,6920966.666666667,0.7384026316169706,0.0,-1.0,-1.0,1.2999954223632812,0.9599990844726562,0.339996337890625,1.2999954223632812,0.0,-1.0,-1.0
2017-07-14,101.38496398925781,0.007670859756573778,4370300.0,100.78863296890017,100.99783452304055,0.0,-1.0,-1.0,0.00826000583051116,0.008910497711639181,1.0,0.0,1.0,100.75911293029785,0.9071147593733293,101.66622768967117,99.85199817092452,0.0,0.0,0.0,4778340.0,6801920.0,0.7024987062476478,0.0,-1.0,-1.0,0.839996337890625,0.9599990844726562,0.12000274658203125,0.9599990844726562,0.0,-1.0,-1.0
2017-07-17,101.09553527832031,-0.0028547498519422287,3973800.0,100.82890915080341,101.00168497602571,0.0,-1.0,-1.0,0.007807167400196113,0.008740800828817567,1.0,0.0,1.0,100.76196365356445,0.9081280701954771,101.67009172375992,99.85383558336898,0.0,0.0,0.0,4688840.0,5856980.0,0.8005559178962537,0.0,-1.0,-1.0,0.7099990844726562,0.3300018310546875,0.37999725341796875,0.7099990844726562,0.0,0.0,0.0
2017-07-18,102.02169036865234,0.009161186869254712,5740500.0,100.98516430859038,101.04087901223467,0.0,-1.0,-1.0,0.007900072063303128,0.008776121318555818,1.0,0.0,1.0,100.81782569885254,0.950718096311627,101.76854379516418,99.86710760254091,0.0,-1.0,-1.0,4925480.0,5848546.666666667,0.8421716164243652,0.0,-1.0,-1.0,1.4900054931640625,1.0100021362304688,0.48000335693359375,1.4900054931640625,0.0,-1.0,-1.0
2017-07-19,103.05396270751953,0.010118165413032232,5789400.0,101.25575855890676,101.11637092100767,1.0,0.0,1.0,0.00795401735467809,0.008833954135075046,1.0,0.0,1.0,100.99377136230468,1.0236438867832929,102.01741524908797,99.9701274755214,0.0,-1.0,-1.0,5042700.0,5854873.333333333,0.8612825099546703,0.0,-1.0,-1.0,0.8199996948242188,1.1200027465820312,0.3000030517578125,1.1200027465820312,0.0,-1.0,-1.0
2017-07-20,103.57494354248047,0.005055417776020477,6185500.0,101.55869435686736,101.20643150749258,1.0,0.0,1.0,0.007463125284097043,0.00871666570433761,1.0,0.0,1.0,101.15458869934082,1.1619142126940187,102.31650291203484,99.9926744866468,0.0,-1.0,-1.0,5211900.0,5742280.0,0.9076359912787255,0.0,-1.0,-1.0,0.9599990844726562,0.8899993896484375,0.06999969482421875,0.9599990844726562,0.0,-1.0,-1.0
2017-07-21,103.31444549560547,-0.0025150682005262714,4328500.0,101.78776496691016,101.28192462222104,1.0,0.0,1.0,0.007217071812913588,0.008572565770219137,1.0,0.0,1.0,101.3301513671875,1.2112001839172115,102.54135155110471,100.11895118327028,0.0,-1.0,-1.0,5203540.0,5546266.666666667,0.9382058802317474,0.0,-1.0,-1.0,0.5200042724609375,0.029998779296875,0.5500030517578125,0.5500030517578125,1.0,0.0,1.0
2017-07-24,103.22763061523438,-0.0008402975978299976,4615500.0,101.97543111456619,101.35010211010677,1.0,0.0,1.0,0.006815721551991369,0.008420107581956786,1.0,0.0,1.0,101.49467048645019,1.2352717442342813,102.72994223068447,100.25939874221591,0.0,-1.0,-1.0,5331880.0,5513046.666666667,0.9671385573856923,0.0,-1.0,-1.0,0.6399993896484375,0.45000457763671875,0.18999481201171875,0.6399993896484375,1.0,0.0,1.0
2017-07-25,102.6680679321289,-0.0054206677007937465,5394700.0,102.06562658689172,101.39532165765988,1.0,0.0,1.0,0.006843357692186748,0.0083362960854521,1.0,0.0,1.0,101.57327499389649,1.2583690715001288,102.83164406539662,100.31490592239636,0.0,0.0,0.0,5262720.0,5512733.333333333,0.9546480269920549,0.0,-1.0,-1.0,1.5400009155273438,0.7399978637695312,0.8000030517578125,1.5400009155273438,0.0,-1.0,-1.0
2017-07-26,103.16973876953125,0.004886337568307919,4149000.0,102.20929379487296,101.4549766169764,1.0,0.0,1.0,0.006531984093741416,0.008240238310259173,1.0,0.0,1.0,101.68462409973145,1.297559093536059,102.98218319326752,100.38706500619539,0.0,-1.0,-1.0,4934640.0,5252686.666666667,0.9394506684198435,0.0,-1.0,-1.0,0.720001220703125,0.6100006103515625,0.1100006103515625,0.720001220703125,0.0,0.0,0.0
2017-07-27,106.12185668945312,0.028614184305695956,10468700.0,102.71805572480108,101.60882050680834,1.0,0.0,1.0,0.011272122940750227,0.009596271422214179,0.0,-1.0,-1.0,101.87415161132813,1.6309821686320354,103.50513377996016,100.2431694426961,0.0,-1.0,-1.0,5791280.0,5371213.333333333,1.0782070345371997,1.0,0.0,1.0,2.55999755859375,3.05999755859375,0.5,3.05999755859375,0.0,-1.0,-1.0
2017-07-28,106.08326721191406,-0.000363633644782424,4864500.0,103.15538878847725,101.75354248727083,1.0,0.0,1.0,0.010676008282487128,0.009440505047923082,0.0,-1.0,-1.0,102.11681327819824,1.8731626315766523,103.98997590977488,100.24365064662159,0.0,-1.0,-1.0,5898480.0,5293453.333333333,1.1142971569914033,1.0,0.0,1.0,0.5200042724609375,0.19000244140625,0.3300018310546875,0.5200042724609375,1.0,0.0,1.0
2017-07-31,106.0543212890625,-0.00027286040119545163,6815300.0,103.5319344444115,101.89011033941637,1.0,0.0,1.0,0.010082929815159729,0.009289634585077063,0.0,-1.0,-1.0,102.33217163085938,2.0660891580238796,104.39826078888326,100.26608247283549,0.0,-1.0,-1.0,6338440.0,5453053.333333333,1.162365304820052,1.0,0.0,1.0,0.8000030517578125,0.18000030517578125,0.6200027465820312,0.8000030517578125,0.0,0.0,0.0
2017-08-01,106.71035766601562,0.006185852391294988,5987200.0,103.9446011920583,102.04046901713055,1.0,0.0,1.0,0.009445939961259418,0.009185948632142803,0.0,-1.0,-1.0,102.52239570617675,2.2852091446912217,104.80760485086797,100.23718656148553,0.0,-1.0,-1.0,6456940.0,5548380.0,1.1637523024738752,1.0,0.0,1.0,0.8800048828125,0.9000015258789062,0.01999664306640625,0.9000015258789062,0.0,-1.0,-1.0
2017-08-02,104.8387451171875,-0.017539183540982384,8812700.0,104.06064668775937,102.1262610523814,1.0,0.0,1.0,0.011574074609228224,0.00961389886037516,0.0,-1.0,-1.0,102.70666198730468,2.317368441090918,105.0240304283956,100.38929354621376,0.0,0.0,0.0,7389680.0,5789006.666666667,1.2765022439082812,1.0,0.0,1.0,2.3600006103515625,0.7300033569335938,3.0900039672851562,3.0900039672851562,0.0,-1.0,-1.0
2017-08-03,105.27288818359375,0.004141055541259764,6895800.0,104.21792352522482,102.22113064454481,1.0,0.0,1.0,0.010845246200351138,0.009485040434843231,0.0,-1.0,-1.0,102.9849910736084,2.2718850893299294,105.25687616293833,100.71310598427847,0.0,-1.0,-1.0,6675100.0,5892760.0,1.1327629158492794,1.0,0.0,1.0,1.1199951171875,0.5,0.6199951171875,1.1199951171875,0.0,-1.0,-1.0
2017-08-04,103.89330291748047,-0.013104848645430045,8503800.0,104.17581933566461,102.27073338458804,1.0,0.0,1.0,0.011337565211561545,0.009637617989845639,0.0,-1.0,-1.0,103.19578819274902,2.140630470803312,105.33641866355234,101.0551577219457,0.0,0.0,0.0,7402960.0,6168326.666666667,1.2001569307289173,1.0,0.0,1.0,1.1800003051757812,0.6200027465820312,1.8000030517578125,1.8000030517578125,0.0,-1.0,-1.0
2017-08-07,102.60053253173828,-0.012443250425573593,8093100.0,103.97155203176399,102.28036335103906,1.0,0.0,1.0,0.011388355110862152,0.009738814095086342,0.0,-1.0,-1.0,103.32892227172852,2.0059038914986536,105.33482616322716,101.32301838022987,0.0,0.0,0.0,7658520.0,6442946.666666667,1.188667297158029,1.0,0.0,1.0,1.5400009155273438,0.04000091552734375,1.5800018310546875,1.5800018310546875,0.0,-1.0,-1.0
